City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,buncrana,55.1333,-7.45,8.33,81,100,7.3,IE,1698722088
354,rincon,32.296,-81.2354,21.03,88,0,2.57,US,1698722088
355,jayapura,-2.5333,140.7,28.66,86,100,4.74,ID,1698722088
356,akrehamn,59.2667,5.1833,3.33,64,90,2.57,NO,1698721554
357,tefe,-3.3542,-64.7114,28.15,61,95,1.53,BR,1698721501
358,mistrato,5.2973,-75.8832,15.15,98,100,0.71,CO,1698722089
359,yangambi,0.8102,24.4336,21.11,98,100,1.21,CD,1698721558
360,bamboo flat,11.7,92.7167,29.05,79,40,3.6,IN,1698721528
361,pervomayskoye,43.919,46.7102,14.12,84,0,6.23,RU,1698722089
362,ranong,9.9658,98.6348,27.96,85,92,3.26,TH,1698722089
363,ketchikan,55.3422,-131.6461,3.99,87,0,1.54,US,1698722089
364,kailua-kona,19.6406,-155.9956,28.46,78,20,5.66,US,1698722073
365,i-n-salah,27.1935,2.4607,28.13,15,43,4.35,DZ,1698722089
366,pacific grove,36.6177,-121.9166,17.58,44,0,2.06,US,1698722064
367,arroio grande,-32.2375,-53.0869,17.86,98,89,4.28,BR,1698721919
368,bubaque,11.2833,-15.8333,28.24,73,72,4.64,GW,1698721495
369,riberalta,-10.9833,-66.1,25.15,70,62,1.15,BO,1698722090
370,taksimo,56.3444,114.8794,-9.32,49,62,0.55,RU,1698721557
371,stettler,52.3168,-112.7186,-1.81,90,100,5.07,CA,1698721805
372,sucua,-2.4667,-78.1667,20.81,96,88,1.49,EC,1698721971
373,sarmanovo,55.2553,52.5891,1.1,99,100,6.26,RU,1698722090
374,mirny,62.5353,113.9611,-19.87,84,20,4.02,RU,1698722034
375,gyeongsan-si,35.8233,128.7378,20.86,37,0,2.57,KR,1698722090
376,kita,13.0349,-9.4895,24.21,59,10,0.76,ML,1698722090
377,sisimiut,66.9395,-53.6735,-1.44,61,84,4.53,GL,1698722090
378,molepolole,-24.4066,25.4951,11.08,76,100,7.38,BW,1698722090
379,chenzhou,25.8,113.0333,25.1,60,17,0.8,CN,1698721842
380,koundara,12.4833,-13.3,23.66,92,85,1.57,GN,1698722091
381,canete,-37.8,-73.4,4.38,93,75,1.69,CL,1698722091
382,kolonia,50.9333,6.95,11.03,87,40,2.57,DE,1698722084
383,changli,39.7042,119.1506,20.04,54,12,3.72,CN,1698722091
384,khorixas,-20.3667,14.9667,16.54,35,0,0.77,NA,1698722091
385,laughlin,35.1678,-114.573,19.71,10,0,11.32,US,1698722091
386,macomer,40.262,8.7699,14.28,90,83,4.28,IT,1698722091
387,correntina,-13.3433,-44.6367,28.12,38,100,1.2,BR,1698722092
388,vorkuta,67.5,64.0,-9.82,95,100,4.33,RU,1698722092
389,namibe,-15.1961,12.1522,17.47,79,0,2.2,AO,1698721406
390,kiunga,-6.1219,141.2906,31.95,56,94,2.12,PG,1698722092
391,isangel,-19.55,169.2667,26.06,61,75,3.6,VU,1698721549
392,wotho,10.1657,166.0102,27.99,79,100,10.13,MH,1698722092
393,san luis,-33.295,-66.3356,11.59,41,94,7.79,AR,1698722092
394,hurricane,37.1753,-113.2899,11.26,22,0,4.9,US,1698722092
395,sarandi del yi,-33.35,-55.6333,11.88,89,100,7.72,UY,1698722092
396,mahuta,-10.8667,39.45,21.2,90,97,0.97,TZ,1698722092
397,nova olimpia,-14.7972,-57.2881,23.98,90,93,1.38,BR,1698722045
398,el granada,37.5027,-122.4694,18.34,42,0,3.6,US,1698722083
399,belyy yar,53.6039,91.3903,-2.06,93,75,0.0,RU,1698721559
400,copala,16.65,-98.9833,25.84,87,34,1.26,MX,1698722093
401,north lakhimpur,27.2333,94.1167,28.05,57,17,1.03,IN,1698722093
402,larache,35.1932,-6.1557,18.04,71,100,3.82,MA,1698722093
403,semporna,4.4818,118.6112,30.01,65,96,0.97,MY,1698722093
404,batangafo,7.3008,18.2833,22.4,78,86,0.63,CF,1698722093
405,sarayonu,38.262,32.4046,8.79,42,100,0.77,TR,1698722093
406,amga,60.8953,131.9608,-9.1,83,100,2.66,RU,1698721503
407,thunder bay,48.4001,-89.3168,-3.01,59,100,2.06,CA,1698721967
408,morehead city,34.7229,-76.726,22.21,88,0,3.6,US,1698722027
409,nadym,65.5333,72.5167,-13.08,92,89,3.55,RU,1698721427
410,yasnyy,51.0333,59.8742,0.01,87,99,6.51,RU,1698722094
411,chitipa,-9.7024,33.2697,18.91,84,99,2.9,MW,1698722094
412,malabar,-33.9667,151.25,32.79,22,0,8.41,AU,1698722094
413,puro,12.4841,123.3827,29.0,72,63,4.53,PH,1698722094
414,hoemul-li,41.4339,129.67,17.3,57,11,2.69,KP,1698722094
415,somerton,32.5964,-114.7097,20.56,14,0,2.57,US,1698721865
416,praia da vitoria,38.7333,-27.0667,19.31,77,40,7.14,PT,1698721529
417,warangal,18.0,79.5833,23.88,73,3,1.22,IN,1698722094
418,yasuj,30.6682,51.588,8.75,66,75,0.0,IR,1698722095
419,boende,-0.2167,20.8667,21.95,99,91,0.67,CD,1698722095
420,taoudenni,22.6783,-3.9836,29.22,11,6,4.33,ML,1698721534
421,winters,38.5249,-121.9708,15.88,47,0,0.0,US,1698722095
422,dakhla,23.6848,-15.958,20.38,87,0,4.57,EH,1698722095
423,kikwit,-5.041,18.8162,21.59,98,100,1.3,CD,1698722095
424,zhangatas,43.5667,69.75,10.89,87,100,7.42,KZ,1698721816
425,loen,7.7601,168.2307,28.74,74,100,8.11,MH,1698722095
426,velizh,55.6056,31.1967,3.37,100,100,1.3,RU,1698722095
427,fort st. john,56.2499,-120.8529,3.94,52,75,2.57,CA,1698721547
428,lautoka,-17.6167,177.4667,31.92,62,40,7.2,FJ,1698722071
429,dergachi,51.2328,48.7659,7.18,80,100,8.39,RU,1698722096
430,meadow lake,34.8014,-106.5436,4.52,69,0,1.51,US,1698722083
431,al bawiti,28.3492,28.8659,19.61,85,9,2.98,EG,1698722096
432,pirenopolis,-15.8525,-48.9592,27.7,38,93,0.83,BR,1698722096
433,whakatane,-37.9585,176.9854,18.76,97,100,3.13,NZ,1698722096
434,pointe-noire,-4.7761,11.8635,25.35,91,100,4.08,CG,1698722096
435,chinsali,-10.5414,32.0816,20.0,63,98,2.28,ZM,1698722096
436,norilsk,69.3535,88.2027,-16.43,95,100,1.39,RU,1698721822
437,embarcacion,-23.209,-64.096,21.9,80,100,3.24,AR,1698722096
438,el calafate,-50.3408,-72.2768,4.21,62,28,0.32,AR,1698722097
439,canmore,51.0834,-115.3521,-3.34,84,52,3.28,CA,1698721891
440,timbuktu,16.7735,-3.0074,28.47,12,90,4.06,ML,1698722097
441,fayzabad,37.1166,70.58,16.54,40,38,1.1,AF,1698722097
442,forest city,28.6668,-81.4433,23.32,90,0,2.57,US,1698722097
443,irtyshsk,53.3333,75.4572,0.62,100,100,1.05,KZ,1698722097
444,totness,5.8833,-56.3167,27.28,85,5,6.26,SR,1698722097
445,edd,13.9297,41.6925,29.88,57,64,5.93,ER,1698722097
446,mata-utu,-13.2816,-176.1745,28.54,75,11,6.35,WF,1698722097
447,retreat,38.8245,-85.8533,2.47,93,0,2.64,US,1698722097
448,ambodifotatra,-16.9833,49.85,25.36,76,17,2.64,MG,1698722039
449,orel,52.9658,36.0803,10.45,77,100,2.33,RU,1698722098
450,stornara,41.2873,15.7698,18.66,52,100,3.25,IT,1698722098
451,kununurra,-15.7667,128.7333,37.11,29,100,2.23,AU,1698721445
452,nouadhibou,20.931,-17.0347,20.99,94,0,6.17,MR,1698721523
453,lodja,-3.4833,23.4333,21.0,99,99,1.27,CD,1698722098
454,zavolzhsk,57.4823,42.1378,0.85,100,100,1.58,RU,1698722098
455,rio grande,-32.035,-52.0986,18.86,95,98,2.77,BR,1698721557
456,egilsstadir,65.2653,-14.3948,-7.05,93,0,1.03,IS,1698722098
457,boundiali,9.5217,-6.4869,22.41,75,10,1.45,CI,1698722099
458,sinabang,2.4803,96.3801,27.09,78,99,1.67,ID,1698721437
459,longboat key,27.4125,-82.659,24.45,75,0,2.57,US,1698722099
460,novodvinsk,64.4165,40.8122,-8.45,97,69,1.95,RU,1698722099
461,ataq,14.5377,46.8319,19.47,76,70,1.99,YE,1698722099
462,st. john's,47.5649,-52.7093,1.27,94,100,2.57,CA,1698722099
463,severo-yeniseyskiy,60.3725,93.0408,-17.46,97,55,0.89,RU,1698721546
464,tuy hoa,13.0833,109.3,26.36,87,100,3.64,VN,1698721547
465,tara,56.8944,74.371,-9.22,88,8,3.86,RU,1698722099
466,taroa,8.7058,171.2275,28.22,80,83,7.82,MH,1698722099
467,pokaran,26.9167,71.9167,27.72,32,18,3.46,IN,1698722100
468,birzebbuga,35.8258,14.5269,24.53,83,0,7.2,MT,1698722100
469,hadibu,12.65,54.0333,26.41,74,98,4.29,YE,1698722100
470,kulmbach,50.1,11.45,12.41,93,100,1.79,DE,1698722100
471,singkil,-7.9855,111.4161,34.25,41,16,2.53,ID,1698722100
472,cromer,52.9312,1.2989,7.13,85,42,2.75,GB,1698722100
473,at taj,24.2049,23.2857,19.01,45,0,3.88,LY,1698722100
474,porto belo,-27.1578,-48.5531,21.65,100,100,2.86,BR,1698722100
475,bansi,27.1833,82.9333,24.2,58,44,1.16,IN,1698722101
476,kalmunai,7.4167,81.8167,27.15,79,96,2.31,LK,1698722101
477,katoro,-3.0203,31.8958,18.38,81,64,1.47,TZ,1698722101
478,ulanhot,46.0833,122.0833,3.73,42,85,5.53,CN,1698721551
479,gongzhuling,43.5008,124.8198,15.02,77,100,9.52,CN,1698722101
480,pagsanghan,11.9657,124.7212,28.24,81,100,1.47,PH,1698722101
481,kapa'a,22.0752,-159.319,27.18,70,75,3.6,US,1698721979
482,batroun,34.2553,35.6581,23.08,61,100,2.02,LB,1698722101
483,idri,27.5,13.2667,20.2,28,3,3.82,LY,1698722102
484,kaa-khem,51.6833,94.7333,-0.33,83,100,1.04,RU,1698722102
485,nuuk,64.1835,-51.7216,10.34,27,100,10.29,GL,1698721534
486,laojunmiao,39.8333,97.7333,12.82,19,53,0.57,CN,1698722103
487,coquimbo,-29.9533,-71.3436,13.85,82,0,1.03,CL,1698721315
488,sant antoni de portmany,38.9807,1.3036,19.65,63,0,4.47,ES,1698722104
489,ikalamavony,-21.15,46.5833,21.64,46,4,1.29,MG,1698722104
490,taupo,-38.6833,176.0833,14.81,91,100,2.14,NZ,1698722104
491,noshiro,40.2039,140.0242,10.46,64,77,2.04,JP,1698721541
492,wagar,16.1525,36.2032,26.15,70,35,4.19,SD,1698722105
493,elko,41.0002,-115.5012,3.13,35,0,1.34,US,1698722105
494,tropea,38.6754,15.8948,20.96,75,81,3.51,IT,1698721815
495,dawson creek,55.7666,-120.2362,3.8,48,20,3.6,CA,1698722106
496,fruita,39.1589,-108.729,2.51,59,0,2.06,US,1698722107
497,marsh harbour,26.5412,-77.0636,26.59,87,5,6.72,BS,1698722108
498,san felipe,10.3399,-68.7425,23.63,96,100,0.57,VE,1698722108
499,taro,-8.3862,115.28,27.0,46,4,2.11,ID,1698722108
500,teguise,29.0605,-13.564,17.12,88,0,1.54,ES,1698722108
501,kuta,-8.7233,115.1723,30.97,74,20,5.66,ID,1698722108
502,aban,56.67,96.06,-7.57,61,87,5.11,RU,1698722109
503,rockton,42.4525,-89.0723,-1.42,75,0,2.57,US,1698722109
504,fundacion,10.5207,-74.185,25.54,8,79,1.61,CO,1698722109
505,bardai,11.65,7.2333,22.77,26,98,3.57,NG,1698721557
506,troitskiy,57.0603,63.7481,-7.17,98,94,0.69,RU,1698721553
507,shimanovsk,52.0,127.7,-2.49,26,100,1.5,RU,1698722109
508,kourou,5.1552,-52.6478,27.03,87,43,3.06,GF,1698722110
509,flin flon,54.7682,-101.865,-10.1,87,12,1.46,CA,1698722110
510,inarajan village,13.2736,144.7484,31.54,87,100,5.46,GU,1698722110
511,korhogo,9.45,-5.6333,23.03,76,9,1.58,CI,1698722111
512,gallup,35.5281,-108.7426,-2.09,34,0,0.0,US,1698722111
513,castillos,-34.1667,-53.8333,13.07,87,100,6.83,UY,1698722071
514,keflavik,64.0049,-22.5624,3.24,75,75,6.17,IS,1698722111
515,poulsbo,47.7359,-122.6465,9.6,85,8,0.45,US,1698722111
516,maxixe,-23.8597,35.3472,19.6,70,100,4.21,MZ,1698722112
517,salumbar,24.1333,74.05,25.07,40,56,0.93,IN,1698722112
518,miri,4.4148,114.0089,29.08,84,40,2.06,MY,1698721558
519,laterza,40.6295,16.7997,20.52,100,75,8.75,IT,1698722112
520,buckeye,33.3703,-112.5838,22.84,22,0,1.99,US,1698722059
521,khovd,48.0056,91.6419,7.84,47,75,2.67,MN,1698721556
522,harrisburg,40.2737,-76.8844,10.55,69,100,4.02,US,1698722056
523,yeed,4.55,43.0333,24.77,77,17,2.04,SO,1698722113
524,bargaal,11.2864,51.0773,26.42,80,93,4.76,SO,1698722113
525,la peca,-5.6111,-78.435,22.26,76,67,0.88,PE,1698722114
526,sao felix do xingu,-6.6447,-51.995,24.61,55,28,0.32,BR,1698722064
527,san luis de la loma,17.2706,-100.8939,26.26,88,38,1.83,MX,1698721548
528,kem',64.9555,34.5793,-6.65,89,14,3.56,RU,1698722114
529,ta`u,-14.2336,-169.5144,26.97,78,30,10.53,AS,1698722115
530,nyurba,63.2842,118.3319,-13.63,93,99,1.22,RU,1698722115
531,beira,-19.8436,34.8389,20.05,100,100,4.63,MZ,1698722115
532,jamshedpur,22.8,86.1833,24.9,69,1,1.54,IN,1698721909
533,barranca,-10.75,-77.7667,18.89,88,82,2.89,PE,1698722116
534,pont rouge,48.8833,-72.0825,-0.21,87,38,4.3,CA,1698721556
535,dunay,42.8803,132.3375,13.27,85,91,4.79,RU,1698722116
536,lycksele,64.5954,18.6735,-8.07,93,100,2.06,SE,1698722116
537,altay,47.8667,88.1167,6.49,92,100,1.55,CN,1698722117
538,lengshuijiang,27.6881,111.4294,24.79,47,49,1.16,CN,1698722117
539,yallahs,17.8748,-76.5624,27.85,81,100,1.09,JM,1698722117
540,dali,25.7,100.1833,19.07,55,53,0.23,CN,1698721843
541,casino,-28.8667,153.05,34.2,15,1,5.88,AU,1698722117
542,verkhniy tagil,57.3733,59.9556,-7.23,97,97,0.83,RU,1698722117
543,kalabo,-14.97,22.6814,20.77,78,97,2.45,ZM,1698722118
544,shangqiu,34.45,115.65,26.78,32,3,6.9,CN,1698722118
545,surgut,61.25,73.4167,-11.9,78,40,4.02,RU,1698721979
546,leava,-14.3,-178.1667,28.13,79,21,4.94,WF,1698722119
547,undurkhaan,47.3194,110.6556,-2.61,79,100,3.08,MN,1698722119
548,maintirano,-18.0667,44.0167,25.16,75,61,3.98,MG,1698722119
549,buta,2.7858,24.73,21.24,97,90,0.2,CD,1698722119
550,urangan,-25.3,152.9,23.03,69,0,8.34,AU,1698722120
551,mirganj,28.55,79.2,22.78,50,6,1.23,IN,1698722120
552,sokoni,-6.4333,39.55,26.33,76,43,5.31,TZ,1698722120
553,agat village,13.3886,144.6585,31.52,79,75,6.17,GU,1698722120
554,taganrog,47.2362,38.8969,13.92,73,92,2.0,RU,1698722121
555,sanctuary point,-35.1114,150.629,22.21,41,0,6.66,AU,1698722121
556,salavan,15.7167,106.4167,29.5,62,62,1.06,LA,1698722121
557,laza,46.65,27.5833,10.79,73,4,3.28,RO,1698722121
558,ascension,30.2169,-90.9001,12.78,80,100,4.12,US,1698722122
559,olyokminsk,60.3736,120.4264,-6.78,51,100,1.54,RU,1698722122
560,blantyre,-15.785,35.0085,18.18,84,100,2.6,MW,1698722122
561,irece,-11.3042,-41.8558,25.32,32,56,2.79,BR,1698721916
562,ibimirim,-8.5406,-37.6903,20.29,80,97,2.14,BR,1698722123
563,kidal,18.4411,1.4078,25.78,13,0,5.38,ML,1698722123
564,manta,-0.95,-80.7333,25.88,73,40,4.12,EC,1698722123
565,kavieng,-2.5744,150.7967,27.65,75,87,4.25,PG,1698722124
566,buinsk,54.95,48.2833,3.59,100,100,2.64,RU,1698722124
567,vargashi,55.3556,65.8467,-10.5,97,95,2.41,RU,1698722124
568,nizhnyaya salda,58.0776,60.7202,-4.78,96,100,1.16,RU,1698722124
569,uzyn,49.8262,30.4149,11.08,68,79,3.29,UA,1698722125
570,prince rupert,54.3161,-130.3201,6.83,81,0,2.57,CA,1698721549
571,villa gesell,-37.2639,-56.973,11.7,59,33,5.28,AR,1698722125
572,sorsk,54.0033,90.2467,-4.27,93,100,0.81,RU,1698722125
573,tomatlan,19.9333,-105.25,25.16,86,89,1.13,MX,1698722125
574,lowestoft,52.4752,1.7516,7.79,95,39,2.81,GB,1698722126
575,atherton,53.5237,-2.4935,9.05,94,100,1.34,GB,1698722126
576,holualoa,19.6228,-155.9522,26.39,78,20,5.66,US,1698722059
577,lesparre-medoc,45.3,-0.9333,14.39,84,62,8.6,FR,1698722126
578,zouerate,22.7187,-12.4521,26.67,17,0,2.46,MR,1698721985
579,ningbo,29.8782,121.5495,24.99,53,20,2.0,CN,1698722126
580,santa maria maddalena,44.8957,11.6084,19.0,90,17,1.79,IT,1698722127
581,khilok,51.3674,110.4676,-0.61,47,78,1.22,RU,1698722066
582,fada,9.5667,8.3,22.43,56,100,0.7,NG,1698722127
583,san juan de miraflores,-12.1629,-76.9635,20.09,80,100,2.97,PE,1698722127
584,ugoofaaru,5.6667,73.0,27.66,73,98,2.05,MV,1698722127
585,kargasok,59.0556,80.8572,-10.58,93,6,3.58,RU,1698722127
586,griffith,41.5284,-87.4237,1.05,64,0,2.06,US,1698722109
587,puerto deseado,-47.7503,-65.8938,4.09,59,17,5.31,AR,1698722128
588,khanty-mansiysk,61.0042,69.0019,-10.94,85,40,3.13,RU,1698722055
589,letlhakeng,-24.0944,25.0298,11.44,78,79,7.37,BW,1698722128
590,satita,34.8184,36.1138,23.18,44,100,1.89,SY,1698722128
591,tongliao,43.6125,122.2653,13.36,27,86,7.67,CN,1698721864
